8.750000000000000000e-01;4.127362029478099936e-01
8.800000000000000044e-01;4.186523609752870745e-01
8.850000000000000089e-01;4.252589821733889219e-01
8.900000000000000133e-01;4.327683590749821785e-01
8.950000000000000178e-01;4.413572782899315428e-01
9.000000000000000222e-01;4.510353976972902856e-01
9.050000000000000266e-01;4.615423324148308359e-01
9.100000000000000311e-01;4.723432080440870817e-01
9.150000000000000355e-01;4.827364025331868369e-01
9.200000000000000400e-01;4.920138829348841281e-01
9.250000000000000444e-01;4.995920596937613589e-01
9.300000000000000488e-01;5.050691746902996604e-01
9.350000000000000533e-01;5.082218022490192499e-01
9.400000000000000577e-01;5.089841855169756624e-01
9.450000000000000622e-01;5.074409934678616452e-01
9.500000000000000666e-01;5.038244640624682802e-01
9.550000000000000711e-01;4.984862233645599994e-01
9.599999999999999645e-01;4.918367879033411771e-01
9.649999999999999689e-01;4.842816195794275025e-01
9.699999999999999734e-01;4.761860928721607933e-01
9.749999999999999778e-01;4.678714827438474333e-01
9.799999999999999822e-01;4.596183357759173194e-01
9.849999999999999867e-01;4.516573871598267287e-01
9.899999999999999911e-01;4.441487749628829085e-01
9.949999999999999956e-01;4.371630997047523670e-01
1.000000000000000000e+00;4.306765845705651796e-01
